Date,Team,TMValue
2021-11-15,CD Santa Clara,20.45
2021-11-15,Boavista FC,19.33
2021-11-15,Portimonense SC,21.95
2021-11-15,Rio Ave FC,9.4
2021-11-15,CS Marítimo,18.13
2021-11-15,FC Vizela,11.8
2021-11-15,Casa Pia AC,6.05
2021-11-15,FC Arouca,12.5
2021-11-15,GD Chaves,4.9
2021-11-15,SL Benfica B,11.53
2021-11-15,FC Porto B,16.55
2021-11-15,Moreirense FC,19.98
2021-11-15,Académico Viseu FC,4.6
2021-11-15,SC Farense,8.13
2021-11-15,CD Tondela,21.0
2021-11-15,CD Mafra,5.33
2021-11-15,UD Vilafranquense,5.35
2021-11-15,B SAD,16.08
2021-11-15,FC Penafiel,4.85
2021-11-15,SC União Torreense,2.55
2021-11-15,CD Nacional,8.43
2021-11-15,CD Trofense,4.15
2021-11-15,CD Feirense,5.4
2021-11-15,Leixões SC,5.75
2021-11-15,CF Estrela Amadora SAD,5.45
2021-11-15,SC Covilhã,4.2
2021-11-15,UD Oliveirense,1.75
2021-11-01,SL Benfica,279.5
2021-11-01,FC Porto,265.0
2021-11-01,Sporting CP,198.2
2021-11-01,SC Braga,119.15
2021-11-01,FC Famalicão,34.23
2021-11-01,Vitória Guimarães SC,51.45
2021-11-01,Gil Vicente FC,13.55
2021-11-01,FC Paços de Ferreira,20.3
2021-11-01,GD Estoril Praia,21.63
2021-11-01,CD Santa Clara,20.45
2021-11-01,Boavista FC,19.33
2021-11-01,Portimonense SC,21.95
2021-11-01,Rio Ave FC,10.8
2021-11-01,CS Marítimo,18.13
2021-11-01,FC Vizela,11.8
2021-11-01,Casa Pia AC,5.75
2021-11-01,FC Arouca,12.5
2021-11-01,GD Chaves,4.5
2021-11-01,SL Benfica B,10.75
2021-11-01,FC Porto B,18.48
2021-11-01,Moreirense FC,19.98
2021-11-01,Académico Viseu FC,4.4
2021-11-01,SC Farense,8.93
2021-11-01,CD Tondela,21.0
2021-11-01,CD Mafra,4.73
2021-11-01,UD Vilafranquense,4.6
2021-11-01,B SAD,16.08
2021-11-01,FC Penafiel,4.85
2021-11-01,SC União Torreense,2.55
2021-11-01,CD Nacional,8.7
2021-11-01,CD Trofense,3.3
2021-11-01,CD Feirense,3.58
2021-11-01,Leixões SC,4.8
2021-11-01,CF Estrela Amadora SAD,4.65
2021-11-01,SC Covilhã,3.53
2021-11-01,UD Oliveirense,1.75
2021-10-15,SL Benfica,279.5
2021-10-15,FC Porto,265.0
2021-10-15,Sporting CP,198.2
2021-10-15,SC Braga,119.15
2021-10-15,FC Famalicão,34.23
2021-10-15,Vitória Guimarães SC,51.45
2021-10-15,Gil Vicente FC,13.55
2021-10-15,FC Paços de Ferreira,20.3
2021-10-15,GD Estoril Praia,21.63
2021-10-15,CD Santa Clara,20.45
2021-10-15,Boavista FC,19.33
2021-10-15,Portimonense SC,21.95
2021-10-15,Rio Ave FC,10.8
2021-10-15,CS Marítimo,17.93
2021-10-15,FC Vizela,11.8
2021-10-15,Casa Pia AC,5.75
2021-10-15,FC Arouca,12.5
2021-10-15,GD Chaves,4.5
2021-10-15,SL Benfica B,10.75
2021-10-15,FC Porto B,18.48
2021-10-15,Moreirense FC,19.98
2021-10-15,Académico Viseu FC,4.4
2021-10-15,SC Farense,8.93
2021-10-15,CD Tondela,21.0
2021-10-15,CD Mafra,4.73
2021-10-15,UD Vilafranquense,4.65
2021-10-15,B SAD,16.08
2021-10-15,FC Penafiel,4.85
2021-10-15,SC União Torreense,2.55
2021-10-15,CD Nacional,8.7
2021-10-15,CD Trofense,3.38
2021-10-15,CD Feirense,3.58
2021-10-15,Leixões SC,4.9
2021-10-15,CF Estrela Amadora SAD,4.65
2021-10-15,SC Covilhã,3.33
2021-10-15,UD Oliveirense,1.75
2021-10-01,SL Benfica,285.5
2021-10-01,FC Porto,265.0
2021-10-01,Sporting CP,198.2
2021-10-01,SC Braga,119.15
2021-10-01,FC Famalicão,33.93
2021-10-01,Vitória Guimarães SC,51.45
2021-10-01,Gil Vicente FC,13.55
2021-10-01,FC Paços de Ferreira,20.3
2021-10-01,GD Estoril Praia,21.63
2021-10-01,CD Santa Clara,20.45
2021-10-01,Boavista FC,19.33
2021-10-01,Portimonense SC,21.95
2021-10-01,Rio Ave FC,10.8
2021-10-01,CS Marítimo,17.23
2021-10-01,FC Vizela,11.8
2021-10-01,Casa Pia AC,5.75
2021-10-01,FC Arouca,12.5
2021-10-01,GD Chaves,4.5
2021-10-01,SL Benfica B,10.75
2021-10-01,FC Porto B,18.48
2021-10-01,Moreirense FC,19.98
2021-10-01,Académico Viseu FC,4.4
2021-10-01,SC Farense,8.93
2021-10-01,CD Tondela,21.0
2021-10-01,CD Mafra,4.73
2021-10-01,UD Vilafranquense,4.65
2021-10-01,B SAD,16.08
2021-10-01,FC Penafiel,4.85
2021-10-01,SC União Torreense,2.43
2021-10-01,CD Nacional,8.7
2021-10-01,CD Trofense,3.38
2021-10-01,CD Feirense,3.48
2021-10-01,Leixões SC,4.9
2021-10-01,CF Estrela Amadora SAD,4.5
2021-10-01,SC Covilhã,3.33
2021-10-01,UD Oliveirense,2.13
2021-09-15,SL Benfica,286.5
2021-09-15,FC Porto,262.0
2021-09-15,Sporting CP,191.1
2021-09-15,SC Braga,126.85
2021-09-15,FC Famalicão,33.75
2021-09-15,Vitória Guimarães SC,49.05
2021-09-15,Gil Vicente FC,13.18
2021-09-15,FC Paços de Ferreira,21.7
2021-09-15,GD Estoril Praia,20.6
2021-09-15,CD Santa Clara,20.45
2021-09-15,Boavista FC,17.38
2021-09-15,Portimonense SC,21.85
2021-09-15,Rio Ave FC,10.8
2021-09-15,CS Marítimo,17.98
2021-09-15,FC Vizela,11.7
2021-09-15,Casa Pia AC,5.75
2021-09-15,FC Arouca,11.93
2021-09-15,GD Chaves,4.5
2021-09-15,SL Benfica B,10.75
2021-09-15,FC Porto B,18.48
2021-09-15,Moreirense FC,19.98
2021-09-15,Académico Viseu FC,4.48
2021-09-15,SC Farense,8.93
2021-09-15,CD Tondela,20.5
2021-09-15,CD Mafra,4.73
2021-09-15,UD Vilafranquense,4.83
2021-09-15,B SAD,15.78
2021-09-15,FC Penafiel,4.85
2021-09-15,SC União Torreense,2.53
2021-09-15,CD Nacional,8.7
2021-09-15,CD Trofense,3.38
2021-09-15,CD Feirense,3.48
2021-09-15,Leixões SC,4.9
2021-09-15,CF Estrela Amadora SAD,4.8
2021-09-15,SC Covilhã,3.33
2021-09-15,UD Oliveirense,2.35
2021-09-01,SL Benfica,286.5
2021-09-01,FC Porto,262.0
2021-09-01,Sporting CP,191.1
2021-09-01,SC Braga,126.85
2021-09-01,FC Famalicão,41.05
2021-09-01,Vitória Guimarães SC,51.35
2021-09-01,Gil Vicente FC,15.28
2021-09-01,FC Paços de Ferreira,22.0
2021-09-01,GD Estoril Praia,21.2
2021-09-01,CD Santa Clara,20.45
2021-09-01,Boavista FC,21.93
2021-09-01,Portimonense SC,20.13
2021-09-01,Rio Ave FC,11.5
2021-09-01,CS Marítimo,17.98
2021-09-01,FC Vizela,11.7
2021-09-01,Casa Pia AC,5.55
2021-09-01,FC Arouca,10.73
2021-09-01,GD Chaves,4.5
2021-09-01,SL Benfica B,10.45
2021-09-01,FC Porto B,17.88
2021-09-01,Moreirense FC,19.98
2021-09-01,Académico Viseu FC,4.78
2021-09-01,SC Farense,8.43
2021-09-01,CD Tondela,20.6
2021-09-01,CD Mafra,4.73
2021-09-01,UD Vilafranquense,4.25
2021-09-01,B SAD,15.43
2021-09-01,FC Penafiel,4.85
2021-09-01,SC União Torreense,2.43
2021-09-01,CD Nacional,8.0
2021-09-01,CD Trofense,3.6
2021-09-01,CD Feirense,5.73
2021-09-01,Leixões SC,4.9
2021-09-01,CF Estrela Amadora SAD,4.63
2021-09-01,SC Covilhã,3.45
2021-09-01,UD Oliveirense,2.48
2021-08-15,SL Benfica,324.5
2021-08-15,FC Porto,275.1
2021-08-15,Sporting CP,229.5
2021-08-15,SC Braga,125.65
2021-08-15,FC Famalicão,31.88
2021-08-15,Vitória Guimarães SC,53.0
2021-08-15,Gil Vicente FC,13.98
2021-08-15,FC Paços de Ferreira,22.03
2021-08-15,GD Estoril Praia,11.63
2021-08-15,CD Santa Clara,19.95
2021-08-15,Boavista FC,21.88
2021-08-15,Portimonense SC,20.6
2021-08-15,Rio Ave FC,11.3
2021-08-15,CS Marítimo,14.58
2021-08-15,FC Vizela,10.7
2021-08-15,Casa Pia AC,4.58
2021-08-15,FC Arouca,6.88
2021-08-15,GD Chaves,4.4
2021-08-15,SL Benfica B,18.35
2021-08-15,FC Porto B,21.08
2021-08-15,Moreirense FC,17.48
2021-08-15,Académico Viseu FC,3.18
2021-08-15,SC Farense,7.68
2021-08-15,CD Tondela,17.45
2021-08-15,CD Mafra,5.23
2021-08-15,UD Vilafranquense,3.6
2021-08-15,B SAD,13.0
2021-08-15,FC Penafiel,4.9
2021-08-15,SC União Torreense,3.18
2021-08-15,CD Nacional,7.78
2021-08-15,CD Trofense,3.35
2021-08-15,CD Feirense,5.73
2021-08-15,Leixões SC,4.95
2021-08-15,CF Estrela Amadora SAD,4.43
2021-08-15,SC Covilhã,2.58
2021-08-15,UD Oliveirense,2.58
2021-08-01,SL Benfica,323.35
2021-08-01,FC Porto,284.5
2021-08-01,Sporting CP,236.88
2021-08-01,SC Braga,126.2
2021-08-01,FC Famalicão,31.08
2021-08-01,Vitória Guimarães SC,52.2
2021-08-01,Gil Vicente FC,13.58
2021-08-01,FC Paços de Ferreira,21.43
2021-08-01,GD Estoril Praia,7.48
2021-08-01,CD Santa Clara,19.05
2021-08-01,Boavista FC,22.88
2021-08-01,Portimonense SC,20.5
2021-08-01,Rio Ave FC,14.9
2021-08-01,CS Marítimo,13.8
2021-08-01,FC Vizela,10.95
2021-08-01,Casa Pia AC,4.58
2021-08-01,FC Arouca,7.03
2021-08-01,GD Chaves,3.6
2021-08-01,SL Benfica B,19.5
2021-08-01,FC Porto B,14.38
2021-08-01,Moreirense FC,17.48
2021-08-01,Académico Viseu FC,3.08
2021-08-01,SC Farense,7.53
2021-08-01,CD Tondela,15.9
2021-08-01,CD Mafra,5.08
2021-08-01,UD Vilafranquense,3.45
2021-08-01,B SAD,12.7
2021-08-01,FC Penafiel,4.73
2021-08-01,SC União Torreense,3.43
2021-08-01,CD Nacional,8.78
2021-08-01,CD Trofense,3.33
2021-08-01,CD Feirense,5.8
2021-08-01,Leixões SC,4.85
2021-08-01,CF Estrela Amadora SAD,4.43
2021-08-01,SC Covilhã,2.4
2021-08-01,UD Oliveirense,2.43
2021-07-15,SL Benfica,313.7
2021-07-15,FC Porto,264.2
2021-07-15,Sporting CP,253.88
2021-07-15,SC Braga,126.2
2021-07-15,FC Famalicão,32.5
2021-07-15,Vitória Guimarães SC,51.9
2021-07-15,Gil Vicente FC,15.48
2021-07-15,FC Paços de Ferreira,20.03
2021-07-15,GD Estoril Praia,7.3
2021-07-15,CD Santa Clara,18.55
2021-07-15,Boavista FC,22.43
2021-07-15,Portimonense SC,20.25
2021-07-15,Rio Ave FC,14.0
2021-07-15,CS Marítimo,14.75
2021-07-15,FC Vizela,7.58
2021-07-15,Casa Pia AC,5.08
2021-07-15,FC Arouca,6.73
2021-07-15,GD Chaves,3.18
2021-07-15,SL Benfica B,12.2
2021-07-15,FC Porto B,14.9
2021-07-15,Moreirense FC,17.95
2021-07-15,Académico Viseu FC,2.65
2021-07-15,SC Farense,14.1
2021-07-15,CD Tondela,10.65
2021-07-15,CD Mafra,5.13
2021-07-15,UD Vilafranquense,3.28
2021-07-15,B SAD,12.6
2021-07-15,FC Penafiel,5.83
2021-07-15,SC União Torreense,3.03
2021-07-15,CD Nacional,9.68
2021-07-15,CD Trofense,3.43
2021-07-15,CD Feirense,5.83
2021-07-15,Leixões SC,5.1
2021-07-15,CF Estrela Amadora SAD,4.75
2021-07-15,SC Covilhã,3.48
2021-07-15,UD Oliveirense,2.83
2021-07-01,SL Benfica,329.9
2021-07-01,FC Porto,281.7
2021-07-01,Sporting CP,236.0
2021-07-01,SC Braga,132.0
2021-07-01,FC Famalicão,31.2
2021-07-01,Vitória Guimarães SC,51.2
2021-07-01,Gil Vicente FC,11.05
2021-07-01,FC Paços de Ferreira,15.93
2021-07-01,GD Estoril Praia,6.8
2021-07-01,CD Santa Clara,20.65
2021-07-01,Boavista FC,14.5
2021-07-01,Portimonense SC,21.9
2021-07-01,Rio Ave FC,19.3
2021-07-01,CS Marítimo,17.05
2021-07-01,FC Vizela,5.28
2021-07-01,Casa Pia AC,5.3
2021-07-01,FC Arouca,5.68
2021-07-01,GD Chaves,4.25
2021-07-01,SL Benfica B,17.08
2021-07-01,FC Porto B,10.05
2021-07-01,Moreirense FC,17.9
2021-07-01,Académico Viseu FC,3.5
2021-07-01,SC Farense,15.18
2021-07-01,CD Tondela,8.25
2021-07-01,CD Mafra,4.53
2021-07-01,UD Vilafranquense,3.98
2021-07-01,B SAD,17.48
2021-07-01,FC Penafiel,4.3
2021-07-01,SC União Torreense,3.2
2021-07-01,CD Nacional,10.53
2021-07-01,CD Trofense,2.45
2021-07-01,CD Feirense,7.4
2021-07-01,Leixões SC,4.43
2021-07-01,CF Estrela Amadora SAD,2.6
2021-07-01,SC Covilhã,3.48
2021-07-01,UD Oliveirense,4.35
2021-06-15,SL Benfica,259.3
2021-06-15,FC Porto,272.6
2021-06-15,Sporting CP,217.9
2021-06-15,SC Braga,115.6
2021-06-15,FC Famalicão,51.2
2021-06-15,Vitória Guimarães SC,50.9
2021-06-15,Gil Vicente FC,14.85
2021-06-15,FC Paços de Ferreira,24.4
2021-06-15,GD Estoril Praia,6.13
2021-06-15,CD Santa Clara,19.73
2021-06-15,Boavista FC,34.1
2021-06-15,Portimonense SC,22.53
2021-06-15,Rio Ave FC,24.15
2021-06-15,CS Marítimo,19.3
2021-06-15,FC Vizela,4.38
2021-06-15,Casa Pia AC,5.53
2021-06-15,FC Arouca,5.85
2021-06-15,GD Chaves,4.43
2021-06-15,SL Benfica B,14.6
2021-06-15,FC Porto B,6.38
2021-06-15,Moreirense FC,18.48
2021-06-15,Académico Viseu FC,3.6
2021-06-15,SC Farense,20.65
2021-06-15,CD Tondela,13.25
2021-06-15,CD Mafra,5.53
2021-06-15,UD Vilafranquense,4.55
2021-06-15,B SAD,18.1
2021-06-15,FC Penafiel,6.53
2021-06-15,SC União Torreense,2.33
2021-06-15,CD Nacional,12.88
2021-06-15,CD Trofense,12.88
2021-06-15,CD Feirense,7.73
2021-06-15,Leixões SC,4.03
2021-06-15,CF Estrela Amadora SAD,4.03
2021-06-15,SC Covilhã,3.48
2021-06-15,UD Oliveirense,4.0
2021-06-01,SL Benfica,259.3
2021-06-01,FC Porto,269.6
2021-06-01,Sporting CP,189.9
2021-06-01,SC Braga,115.6
2021-06-01,FC Famalicão,51.7
2021-06-01,Vitória Guimarães SC,50.9
2021-06-01,Gil Vicente FC,14.85
2021-06-01,FC Paços de Ferreira,24.4
2021-06-01,GD Estoril Praia,6.5
2021-06-01,CD Santa Clara,19.73
2021-06-01,Boavista FC,33.9
2021-06-01,Portimonense SC,22.53
2021-06-01,Rio Ave FC,24.15
2021-06-01,CS Marítimo,19.3
2021-06-01,FC Vizela,4.38
2021-06-01,Casa Pia AC,5.53
2021-06-01,FC Arouca,5.85
2021-06-01,GD Chaves,4.43
2021-06-01,SL Benfica B,14.6
2021-06-01,FC Porto B,6.38
2021-06-01,Moreirense FC,18.48
2021-06-01,Académico Viseu FC,3.6
2021-06-01,SC Farense,20.65
2021-06-01,CD Tondela,13.25
2021-06-01,CD Mafra,5.53
2021-06-01,UD Vilafranquense,4.55
2021-06-01,B SAD,18.1
2021-06-01,FC Penafiel,6.1
2021-06-01,SC União Torreense,2.33
2021-06-01,CD Nacional,12.65
2021-06-01,CD Trofense,12.65
2021-06-01,CD Feirense,7.85
2021-06-01,Leixões SC,4.03
2021-06-01,CF Estrela Amadora SAD,4.03
2021-06-01,SC Covilhã,3.48
2021-06-01,UD Oliveirense,4.0
2021-05-15,SL Benfica,261.8
2021-05-15,FC Porto,263.1
2021-05-15,Sporting CP,185.1
2021-05-15,SC Braga,115.6
2021-05-15,FC Famalicão,48.6
2021-05-15,Vitória Guimarães SC,55.85
2021-05-15,Gil Vicente FC,13.35
2021-05-15,FC Paços de Ferreira,23.55
2021-05-15,GD Estoril Praia,6.68
2021-05-15,CD Santa Clara,16.78
2021-05-15,Boavista FC,34.0
2021-05-15,Portimonense SC,19.48
2021-05-15,Rio Ave FC,27.35
2021-05-15,CS Marítimo,20.63
2021-05-15,FC Vizela,4.38
2021-05-15,Casa Pia AC,5.53
2021-05-15,FC Arouca,5.95
2021-05-15,GD Chaves,5.28
2021-05-15,SL Benfica B,12.5
2021-05-15,FC Porto B,6.38
2021-05-15,Moreirense FC,16.75
2021-05-15,Académico Viseu FC,3.6
2021-05-15,SC Farense,22.05
2021-05-15,CD Tondela,10.25
2021-05-15,CD Mafra,5.53
2021-05-15,UD Vilafranquense,4.55
2021-05-15,B SAD,13.6
2021-05-15,FC Penafiel,6.1
2021-05-15,SC União Torreense,2.08
2021-05-15,CD Nacional,13.93
2021-05-15,CD Trofense,13.93
2021-05-15,CD Feirense,5.85
2021-05-15,Leixões SC,4.03
2021-05-15,CF Estrela Amadora SAD,4.03
2021-05-15,SC Covilhã,3.48
2021-05-15,UD Oliveirense,4.0
2021-05-01,SL Benfica,261.8
2021-05-01,FC Porto,263.1
2021-05-01,Sporting CP,185.1
2021-05-01,SC Braga,115.6
2021-05-01,FC Famalicão,48.6
2021-05-01,Vitória Guimarães SC,55.85
2021-05-01,Gil Vicente FC,13.35
2021-05-01,FC Paços de Ferreira,23.55
2021-05-01,GD Estoril Praia,6.68
2021-05-01,CD Santa Clara,16.78
2021-05-01,Boavista FC,34.0
2021-05-01,Portimonense SC,19.48
2021-05-01,Rio Ave FC,27.35
2021-05-01,CS Marítimo,20.63
2021-05-01,FC Vizela,4.38
2021-05-01,Casa Pia AC,5.83
2021-05-01,FC Arouca,5.95
2021-05-01,GD Chaves,5.28
2021-05-01,SL Benfica B,12.5
2021-05-01,FC Porto B,6.38
2021-05-01,Moreirense FC,16.95
2021-05-01,Académico Viseu FC,3.6
2021-05-01,SC Farense,22.05
2021-05-01,CD Tondela,10.25
2021-05-01,CD Mafra,5.53
2021-05-01,UD Vilafranquense,4.55
2021-05-01,B SAD,14.1
2021-05-01,FC Penafiel,6.1
2021-05-01,SC União Torreense,2.08
2021-05-01,CD Nacional,13.93
2021-05-01,CD Trofense,13.93
2021-05-01,CD Feirense,5.85
2021-05-01,Leixões SC,4.03
2021-05-01,CF Estrela Amadora SAD,4.03
2021-05-01,SC Covilhã,3.48
2021-05-01,UD Oliveirense,4.0
2021-04-15,SL Benfica,261.8
2021-04-15,FC Porto,263.1
2021-04-15,Sporting CP,185.1
2021-04-15,SC Braga,115.6
2021-04-15,FC Famalicão,48.6
2021-04-15,Vitória Guimarães SC,56.05
2021-04-15,Gil Vicente FC,13.35
2021-04-15,FC Paços de Ferreira,23.55
2021-04-15,GD Estoril Praia,6.68
2021-04-15,CD Santa Clara,17.38
2021-04-15,Boavista FC,34.0
2021-04-15,Portimonense SC,19.48
2021-04-15,Rio Ave FC,27.35
2021-04-15,CS Marítimo,20.63
2021-04-15,FC Vizela,4.38
2021-04-15,Casa Pia AC,5.83
2021-04-15,FC Arouca,5.95
2021-04-15,GD Chaves,5.28
2021-04-15,SL Benfica B,12.5
2021-04-15,FC Porto B,6.38
2021-04-15,Moreirense FC,16.95
2021-04-15,Académico Viseu FC,3.6
2021-04-15,SC Farense,22.35
2021-04-15,CD Tondela,10.25
2021-04-15,CD Mafra,5.53
2021-04-15,UD Vilafranquense,4.55
2021-04-15,B SAD,14.1
2021-04-15,FC Penafiel,6.1
2021-04-15,SC União Torreense,2.08
2021-04-15,CD Nacional,13.93
2021-04-15,CD Trofense,13.93
2021-04-15,CD Feirense,5.85
2021-04-15,Leixões SC,4.03
2021-04-15,CF Estrela Amadora SAD,4.03
2021-04-15,SC Covilhã,3.48
2021-04-15,UD Oliveirense,4.0
2021-04-01,SL Benfica,261.8
2021-04-01,FC Porto,263.1
2021-04-01,Sporting CP,185.1
2021-04-01,SC Braga,115.6
2021-04-01,FC Famalicão,48.6
2021-04-01,Vitória Guimarães SC,57.88
2021-04-01,Gil Vicente FC,13.35
2021-04-01,FC Paços de Ferreira,23.55
2021-04-01,GD Estoril Praia,6.68
2021-04-01,CD Santa Clara,17.38
2021-04-01,Boavista FC,34.0
2021-04-01,Portimonense SC,19.48
2021-04-01,Rio Ave FC,27.35
2021-04-01,CS Marítimo,20.63
2021-04-01,FC Vizela,4.65
2021-04-01,Casa Pia AC,5.83
2021-04-01,FC Arouca,5.95
2021-04-01,GD Chaves,5.45
2021-04-01,SL Benfica B,12.5
2021-04-01,FC Porto B,6.38
2021-04-01,Moreirense FC,16.95
2021-04-01,Académico Viseu FC,3.6
2021-04-01,SC Farense,22.35
2021-04-01,CD Tondela,10.25
2021-04-01,CD Mafra,5.53
2021-04-01,UD Vilafranquense,4.55
2021-04-01,B SAD,14.1
2021-04-01,FC Penafiel,6.1
2021-04-01,SC União Torreense,2.08
2021-04-01,CD Nacional,13.93
2021-04-01,CD Trofense,13.93
2021-04-01,CD Feirense,5.85
2021-04-01,Leixões SC,4.03
2021-04-01,CF Estrela Amadora SAD,4.03
2021-04-01,SC Covilhã,3.48
2021-04-01,UD Oliveirense,4.0
2021-03-15,SL Benfica,285.7
2021-03-15,FC Porto,264.6
2021-03-15,Sporting CP,167.4
2021-03-15,SC Braga,101.9
2021-03-15,FC Famalicão,50.6
2021-03-15,Vitória Guimarães SC,56.38
2021-03-15,Gil Vicente FC,13.1
2021-03-15,FC Paços de Ferreira,23.05
2021-03-15,GD Estoril Praia,6.68
2021-03-15,CD Santa Clara,16.68
2021-03-15,Boavista FC,34.05
2021-03-15,Portimonense SC,20.13
2021-03-15,Rio Ave FC,26.55
2021-03-15,CS Marítimo,21.23
2021-03-15,FC Vizela,4.65
2021-03-15,Casa Pia AC,5.83
2021-03-15,FC Arouca,5.95
2021-03-15,GD Chaves,5.45
2021-03-15,SL Benfica B,12.28
2021-03-15,FC Porto B,6.38
2021-03-15,Moreirense FC,16.55
2021-03-15,Académico Viseu FC,3.6
2021-03-15,SC Farense,20.65
2021-03-15,CD Tondela,10.25
2021-03-15,CD Mafra,5.53
2021-03-15,UD Vilafranquense,4.55
2021-03-15,B SAD,14.1
2021-03-15,FC Penafiel,6.1
2021-03-15,SC União Torreense,2.08
2021-03-15,CD Nacional,14.23
2021-03-15,CD Trofense,14.23
2021-03-15,CD Feirense,5.2
2021-03-15,Leixões SC,4.33
2021-03-15,CF Estrela Amadora SAD,4.33
2021-03-15,SC Covilhã,3.48
2021-03-15,UD Oliveirense,4.0
2021-03-01,SL Benfica,288.2
2021-03-01,FC Porto,262.0
2021-03-01,Sporting CP,168.4
2021-03-01,SC Braga,102.4
2021-03-01,FC Famalicão,50.6
2021-03-01,Vitória Guimarães SC,56.38
2021-03-01,Gil Vicente FC,13.1
2021-03-01,FC Paços de Ferreira,23.05
2021-03-01,GD Estoril Praia,6.68
2021-03-01,CD Santa Clara,16.98
2021-03-01,Boavista FC,34.05
2021-03-01,Portimonense SC,18.83
2021-03-01,Rio Ave FC,26.55
2021-03-01,CS Marítimo,21.23
2021-03-01,FC Vizela,4.65
2021-03-01,Casa Pia AC,6.05
2021-03-01,FC Arouca,5.95
2021-03-01,GD Chaves,5.45
2021-03-01,SL Benfica B,12.28
2021-03-01,FC Porto B,8.88
2021-03-01,Moreirense FC,16.55
2021-03-01,Académico Viseu FC,3.6
2021-03-01,SC Farense,20.65
2021-03-01,CD Tondela,10.25
2021-03-01,CD Mafra,5.53
2021-03-01,UD Vilafranquense,4.65
2021-03-01,B SAD,14.6
2021-03-01,FC Penafiel,6.1
2021-03-01,SC União Torreense,2.08
2021-03-01,CD Nacional,14.23
2021-03-01,CD Trofense,14.23
2021-03-01,CD Feirense,5.2
2021-03-01,Leixões SC,4.33
2021-03-01,CF Estrela Amadora SAD,4.33
2021-03-01,SC Covilhã,3.48
2021-03-01,UD Oliveirense,4.0
2021-02-15,SL Benfica,288.2
2021-02-15,FC Porto,262.0
2021-02-15,Sporting CP,168.4
2021-02-15,SC Braga,102.4
2021-02-15,FC Famalicão,50.9
2021-02-15,Vitória Guimarães SC,56.38
2021-02-15,Gil Vicente FC,13.1
2021-02-15,FC Paços de Ferreira,23.05
2021-02-15,GD Estoril Praia,6.68
2021-02-15,CD Santa Clara,16.98
2021-02-15,Boavista FC,34.05
2021-02-15,Portimonense SC,19.53
2021-02-15,Rio Ave FC,26.55
2021-02-15,CS Marítimo,21.23
2021-02-15,FC Vizela,4.65
2021-02-15,Casa Pia AC,6.05
2021-02-15,FC Arouca,5.95
2021-02-15,GD Chaves,5.45
2021-02-15,SL Benfica B,12.43
2021-02-15,FC Porto B,8.88
2021-02-15,Moreirense FC,16.55
2021-02-15,Académico Viseu FC,3.6
2021-02-15,SC Farense,20.65
2021-02-15,CD Tondela,10.25
2021-02-15,CD Mafra,5.53
2021-02-15,UD Vilafranquense,4.7
2021-02-15,B SAD,14.6
2021-02-15,FC Penafiel,6.1
2021-02-15,SC União Torreense,1.88
2021-02-15,CD Nacional,14.23
2021-02-15,CD Trofense,14.23
2021-02-15,CD Feirense,5.2
2021-02-15,Leixões SC,4.33
2021-02-15,CF Estrela Amadora SAD,4.33
2021-02-15,SC Covilhã,3.48
2021-02-15,UD Oliveirense,4.18
2021-02-01,SL Benfica,300.0
2021-02-01,FC Porto,262.0
2021-02-01,Sporting CP,166.7
2021-02-01,SC Braga,117.4
2021-02-01,FC Famalicão,47.9
2021-02-01,Vitória Guimarães SC,57.08
2021-02-01,Gil Vicente FC,12.75
2021-02-01,FC Paços de Ferreira,23.05
2021-02-01,GD Estoril Praia,6.8
2021-02-01,CD Santa Clara,16.58
2021-02-01,Boavista FC,34.35
2021-02-01,Portimonense SC,18.48
2021-02-01,Rio Ave FC,25.05
2021-02-01,CS Marítimo,21.73
2021-02-01,FC Vizela,4.48
2021-02-01,Casa Pia AC,6.0
2021-02-01,FC Arouca,6.45
2021-02-01,GD Chaves,4.48
2021-02-01,SL Benfica B,11.83
2021-02-01,FC Porto B,8.88
2021-02-01,Moreirense FC,17.15
2021-02-01,Académico Viseu FC,3.6
2021-02-01,SC Farense,20.65
2021-02-01,CD Tondela,10.25
2021-02-01,CD Mafra,4.83
2021-02-01,UD Vilafranquense,4.4
2021-02-01,B SAD,14.8
2021-02-01,FC Penafiel,6.1
2021-02-01,SC União Torreense,1.73
2021-02-01,CD Nacional,13.45
2021-02-01,CD Trofense,13.45
2021-02-01,CD Feirense,4.5
2021-02-01,Leixões SC,4.33
2021-02-01,CF Estrela Amadora SAD,4.33
2021-02-01,SC Covilhã,3.48
2021-02-01,UD Oliveirense,4.03
2021-01-15,SL Benfica,305.5
2021-01-15,FC Porto,258.23
2021-01-15,Sporting CP,149.4
2021-01-15,SC Braga,96.65
2021-01-15,FC Famalicão,50.23
2021-01-15,Vitória Guimarães SC,52.23
2021-01-15,Gil Vicente FC,11.45
2021-01-15,FC Paços de Ferreira,17.3
2021-01-15,GD Estoril Praia,6.28
2021-01-15,CD Santa Clara,17.65
2021-01-15,Boavista FC,31.35
2021-01-15,Portimonense SC,19.5
2021-01-15,Rio Ave FC,25.65
2021-01-15,CS Marítimo,17.83
2021-01-15,FC Vizela,4.38
2021-01-15,Casa Pia AC,5.78
2021-01-15,FC Arouca,6.03
2021-01-15,GD Chaves,4.55
2021-01-15,SL Benfica B,11.83
2021-01-15,FC Porto B,8.53
2021-01-15,Moreirense FC,15.58
